date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:41:05	50059/50059	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2007%20Oct%202019%2008:24:17%20GMT	https://www.jbktutorials.com/vendor/syntaxhighlighter/highlight.pack.js	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/vendor/syntaxhighlighter/highlight.pack.js	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:05	88145/88145	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2007%20Oct%202019%2008:23:26%20GMT	https://www.jbktutorials.com/js/jquery.min.js	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/js/jquery.min.js	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:06	10000/10000	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2007%20Oct%202019%2008:24:14%20GMT	https://www.jbktutorials.com/vendor/clipboard/clipboard.min.js	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/vendor/clipboard/clipboard.min.js	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:06	78635/78635	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2010%20Oct%202019%2011:21:59%20GMT	https://www.jbktutorials.com/vendor/bootstrap/js/bootstrap.bundle.min.js	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/vendor/bootstrap/js/bootstrap.bundle.min.js	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:06	32813/32813	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2015%20Jan%202020%2011:14:39%20GMT	https://www.jbktutorials.com/vendor/jquery-viewer-master/docs/js/viewer.js	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/vendor/jquery-viewer-master/docs/js/viewer.js	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:06	905/905	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2015%20Jan%202020%2011:14:39%20GMT	https://www.jbktutorials.com/vendor/jquery-viewer-master/docs/js/jquery-viewer.js	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/vendor/jquery-viewer-master/docs/js/jquery-viewer.js	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:06	1272/1272	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2015%20Jan%202020%2011:14:38%20GMT	https://www.jbktutorials.com/vendor/jquery-viewer-master/docs/js/main.js	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/vendor/jquery-viewer-master/docs/js/main.js	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:07	180059/180059	---M--	200	added ('OK')	text/javascript	etag:4918362662535441776	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js	F:/JavaRavish2/JavaRavish/pagead2.googlesyndication.com/pagead/js/f.txt	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:07	8591/8591	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Nov%202019%2010:53:48%20GMT	https://www.jbktutorials.com/images/jbktutorialslogo3.png	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/images/jbktutorialslogo3.png	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:07	9041/9041	---MC-	200	added ('OK')	text/javascript	date:Wed,%2001%20Nov%202023%2014:11:07%20GMT	https://cse.google.com/cse.js?cx=001580368639334093203:va4ehh0xpyd	F:/JavaRavish2/JavaRavish/cse.google.com/fd667.txt	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:08	211314/211314	---MCZ	200	added ('OK')	text/javascript	etag:W/%2233972-CrRmRc8sAnbpegWjlvDK48kZ17k%22	https://platform-api.sharethis.com/js/sharethis.js	F:/JavaRavish2/JavaRavish/platform-api.sharethis.com/js/sharethis.js	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:08	22349/22349	---MCZ	200	added ('OK')	text/css	date:Tue,%2014%20Jan%202020%2008:11:31%20GMT	https://www.jbktutorials.com/css/sidebarcollapsecss.css	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/css/sidebarcollapsecss.css	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:08	30691/30691	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:08%20GMT	https://www.jbktutorials.com/corejava/java-language.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/java-language.html	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:09	22924/22924	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:08%20GMT	https://www.jbktutorials.com/corejava/communication-between-two-classes-in-java.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/communication-between-two-classes-in-java.html	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:09	28225/28225	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:08%20GMT	https://www.jbktutorials.com/corejava/package-in-java.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/package-in-java.html	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:09	26792/26792	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:08%20GMT	https://www.jbktutorials.com/corejava/methods-variable-and-block-in-java.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/methods-variable-and-block-in-java.html	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:09	22054/22054	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:09%20GMT	https://www.jbktutorials.com/corejava/encapsulation-in-java.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/encapsulation-in-java.html	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:10	30535/30535	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:09%20GMT	https://www.jbktutorials.com/corejava/access-modifiers-in-java.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/access-modifiers-in-java.html	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:10	33855/33855	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:09%20GMT	https://www.jbktutorials.com/corejava/statickeyword-in-java.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/statickeyword-in-java.html	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:10	24590/24590	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:10%20GMT	https://www.jbktutorials.com/corejava/final-keyword-in-java.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/final-keyword-in-java.html	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:10	27415/27415	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:10%20GMT	https://www.jbktutorials.com/corejava/constructor-in-java.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/constructor-in-java.html	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:11	35999/35999	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:10%20GMT	https://www.jbktutorials.com/corejava/inheritance-in-java.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/inheritance-in-java.html	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:11	32394/32394	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:10%20GMT	https://www.jbktutorials.com/corejava/super-and-this-keyword-in-java.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/super-and-this-keyword-in-java.html	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:11	40791/40791	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:11%20GMT	https://www.jbktutorials.com/corejava/polymorphism-in-java.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/polymorphism-in-java.html	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:11	30671/30671	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:11%20GMT	https://www.jbktutorials.com/corejava/abstraction-in-java.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/abstraction-in-java.html	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:12	25264/25264	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:11%20GMT	https://www.jbktutorials.com/corejava/garbage-collection-in-java.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/garbage-collection-in-java.html	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:12	39087/39087	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:11%20GMT	https://www.jbktutorials.com/corejava/input-and-output-streams-in-java.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/input-and-output-streams-in-java.html	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:12	60659/60659	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:12%20GMT	https://www.jbktutorials.com/corejava/collection-framework-in-java.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/collection-framework-in-java.html	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:13	33780/33780	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:12%20GMT	https://www.jbktutorials.com/corejava/collection-revisited-in-java.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/collection-revisited-in-java.html	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:13	30554/30554	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:12%20GMT	https://www.jbktutorials.com/corejava/serialization-in-java.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/serialization-in-java.html	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:13	46577/46577	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:13%20GMT	https://www.jbktutorials.com/corejava/exception-in-java.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/exception-in-java.html	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:13	27502/27502	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:13%20GMT	https://www.jbktutorials.com/corejava/arrays-in-java.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/arrays-in-java.html	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:14	32133/32133	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:13%20GMT	https://www.jbktutorials.com/corejava/strings-in-java.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/strings-in-java.html	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:14	34881/34881	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:13%20GMT	https://www.jbktutorials.com/corejava/features-of-jdk-1.5-in-java.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/features-of-jdk-1.5-in-java.html	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:14	39937/39937	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:14%20GMT	https://www.jbktutorials.com/corejava/features-of-jdk-1.6-in-java.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/features-of-jdk-1.6-in-java.html	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:15	27195/27195	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:14%20GMT	https://www.jbktutorials.com/corejava/features-of-jdk-1.7-in-java.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/features-of-jdk-1.7-in-java.html	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:15	42433/42433	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:14%20GMT	https://www.jbktutorials.com/corejava/features-of-jdk-1.8-in-java.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/features-of-jdk-1.8-in-java.html	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:15	37855/37855	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:14%20GMT	https://www.jbktutorials.com/corejava/multithreading-in-java.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/multithreading-in-java.html	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:15	33382/33382	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:15%20GMT	https://www.jbktutorials.com/corejava/java-virtual-machine-memory-management.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/java-virtual-machine-memory-management.html	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:16	45480/45480	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:15%20GMT	https://www.jbktutorials.com/corejava/jdbc-in-java.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/jdbc-in-java.html	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:21	36903/36903	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:15%20GMT	https://www.jbktutorials.com/corejava/database-in-java.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/database-in-java.html	(from https://www.jbktutorials.com/corejava/introduction-to-java.php)
19:41:21	196/196	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Nov%202023%2014:11:21%20GMT	https://www.jbktutorials.com/images/pointing-right.png	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/images/pointing-right.png	(from https://www.jbktutorials.com/css/customcss.css)
19:41:21	196/196	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Nov%202023%2014:11:21%20GMT	https://www.jbktutorials.com/css/images/logo/icon_bullet.png	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/css/images/logo/icon_bullet.png	(from https://www.jbktutorials.com/css/customcss.css)
19:41:21	196/196	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Nov%202023%2014:11:21%20GMT	https://www.jbktutorials.com/css/images/note.png	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/css/images/note.png	(from https://www.jbktutorials.com/css/customcss.css)
19:41:22	196/196	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Nov%202023%2014:11:21%20GMT	https://www.jbktutorials.com/css/images/topgreen.gif	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/css/images/topgreen.gif	(from https://www.jbktutorials.com/css/customcss.css)
19:41:22	196/196	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Nov%202023%2014:11:22%20GMT	https://www.jbktutorials.com/css/images/r.jpg	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/css/images/r.jpg	(from https://www.jbktutorials.com/css/customcss.css)
19:41:22	196/196	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Nov%202023%2014:11:22%20GMT	https://www.jbktutorials.com/css/images/arrowbullet.png	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/css/images/arrowbullet.png	(from https://www.jbktutorials.com/css/customcss.css)
19:41:23	196/196	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Nov%202023%2014:11:22%20GMT	https://www.jbktutorials.com/css/search-white.png	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/css/search-white.png	(from https://www.jbktutorials.com/css/customcss.css)
19:41:23	196/196	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Nov%202023%2014:11:22%20GMT	https://www.jbktutorials.com/images/testnow.png	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/images/testnow.png	(from https://www.jbktutorials.com/css/customcss.css)
19:41:23	196/196	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Nov%202023%2014:11:23%20GMT	https://www.jbktutorials.com/images/edit20.png	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/images/edit20.png	(from https://www.jbktutorials.com/css/customcss.css)
19:41:23	196/196	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Nov%202023%2014:11:23%20GMT	https://www.jbktutorials.com/images/eye-black.png	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/images/eye-black.png	(from https://www.jbktutorials.com/css/customcss.css)
19:41:23	196/196	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Nov%202023%2014:11:23%20GMT	https://www.jbktutorials.com/images/eye-close-black.png	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/images/eye-close-black.png	(from https://www.jbktutorials.com/css/customcss.css)
19:41:24	5/5	---M--	200	added ('OK')	text/css	etag:%2264c3b791-5%22	https://p.typekit.net/p.css?s=1&k=usz0ztd&ht=tk&f=24547&a=6495120&app=typekit&e=css	F:/JavaRavish2/JavaRavish/p.typekit.net/pcb4f.css	(from https://www.jbktutorials.com/css/customcss.css)
19:41:25	26935/26935	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:24%20GMT	https://www.jbktutorials.com/corejava/literals-in-java-language.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/literals-in-java-language.html	(from https://www.jbktutorials.com/corejava/java-language.php)
19:41:25	36844/36844	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:24%20GMT	https://www.jbktutorials.com/corejava/operators-in-java-language.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/operators-in-java-language.html	(from https://www.jbktutorials.com/corejava/java-language.php)
19:41:26	34381/34381	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:24%20GMT	https://www.jbktutorials.com/corejava/control-statements-in-java-language.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/control-statements-in-java-language.html	(from https://www.jbktutorials.com/corejava/java-language.php)
19:41:28	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22653804c3-4d7%22	https://www.jbktutorials.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://www.jbktutorials.com/corejava/constructor-in-java.php)
19:41:28	27385/27385	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:27%20GMT	https://www.jbktutorials.com/corejava/annotations-in-java.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/annotations-in-java.html	(from https://www.jbktutorials.com/corejava/exception-in-java.php)
19:41:30	33458/33458	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:28%20GMT	https://www.jbktutorials.com/corejava/reflection-in-java.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/reflection-in-java.html	(from https://www.jbktutorials.com/corejava/arrays-in-java.php)
19:41:30	28344/28344	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:29%20GMT	https://www.jbktutorials.com/corejava/database-sql-commands.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/database-sql-commands.html	(from https://www.jbktutorials.com/corejava/database-in-java.php)
19:41:30	22878/22878	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:30%20GMT	https://www.jbktutorials.com/corejava/database-groupby-and-having-clause.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/database-groupby-and-having-clause.html	(from https://www.jbktutorials.com/corejava/database-in-java.php)
19:41:31	27993/27993	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:30%20GMT	https://www.jbktutorials.com/corejava/database-constraints.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/database-constraints.html	(from https://www.jbktutorials.com/corejava/database-in-java.php)
19:41:31	28048/28048	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:30%20GMT	https://www.jbktutorials.com/corejava/database-joins.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/database-joins.html	(from https://www.jbktutorials.com/corejava/database-in-java.php)
19:41:31	24744/24744	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:31%20GMT	https://www.jbktutorials.com/corejava/database-sub-queries.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/database-sub-queries.html	(from https://www.jbktutorials.com/corejava/database-in-java.php)
19:41:36	23004/23004	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:31%20GMT	https://www.jbktutorials.com/corejava/database-views.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/database-views.html	(from https://www.jbktutorials.com/corejava/database-in-java.php)
19:41:36	33115/33115	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Nov%202023%2014:11:31%20GMT	https://www.jbktutorials.com/corejava/database-pl-sql-concepts.php	F:/JavaRavish2/JavaRavish/www.jbktutorials.com/corejava/database-pl-sql-concepts.html	(from https://www.jbktutorials.com/corejava/database-in-java.php)
